sentence1,label
Sharp Plasmacluster Ion Generator (Vehicle Compatible Type) High Concentration Plasma Cluster Black IG-LC15-B,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Airthereal Bundle | MA5000 Ozone Generator with 5,000mg/h and AH1000 Portable Ozone Generator 1,000 mg/h Multipurpose Ozonator with Negative Ion and Timer","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"ENVION CA200 Ionic Pro Medium Room Silent Compact Tower Air Purifier with High and Low Settings, Removes Pollen, Smoke, and Irritant Particles, Black","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"OdorStop OS3500UV-1 Professional Grade Ozone Generator Ionizer for Areas of 3500 Square Feet+, For Deodorizing Medium to Large Spaces Such as Homes and Offices (3500 sq ft + UV)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Ionizing Air Blower Fan 110V Anti Electrostatic Ion Blower Anti-Static Ionizer ESD Static Electricity Elimination Eliminator Fan Adjustable Wind Speed 1-Fan,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Car Ozone Generator,Negative Ion UV Light 3 Modes Air Purifier,Portable USB Touch Controlled Smoke Smell Odor Removal Eliminator Machine,Ionizer Deodorizer for Home Office Automotive Pet Black","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Ozone Odor Eliminator for Strong Odor 99% Cat Litter Deodorizer Dog Poof Odor Removal Air Ionizers for Home Portable Air Purifier for Pets Toilet Wardrobe Shoe Garage Room Cabinet White Home Air Ionizers,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 10,000 mg/h High Capacity Ionizer Air Purifier Ozone Machine Odor Removal for Home, Hotels, Basement, car, bar and Farms","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
0zone Machine 30000mg 0zone Generator for Home Car Smoke Pet Odor (Black) Black CYA,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Clarifion - Air Ionizers for Home (6 Pack), Negative Ion Filtration System, Quiet Air Freshener for Bedroom, Office, Kitchen, Portable Air Filter Odor, Smoke Dust, Pets, Eliminator, Mini Air Cleaner","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 30,000mg/h, Ozone Machine Odor Removal, Ozone Car Odor Eliminator, Ionizer Air Purifier Ozone for Home Basement Pet and Smoke","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Compact Ionic Air Cleaner & Air Sanitizer: 220 Volt European Model European 220 Volt Ionic Air Purifier,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"ALDIOUS Ozone Generator, 10,000mg/h High Capacity Industrial Ozone Generator Air Purifier, Commercial Ozone Generator Air Purifier, Deodorizer Ozone Machine for Rooms","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Clarifion - Air Ionizers for Home (1 Pack), Negative Ion Filtration System, Quiet Air Freshener for Bedroom, Office, Kitchen, Portable Air Filter Odor, Smoke Dust, Pets, Eliminator, Mini Air Cleaner","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
OdorStop OS5000D - Duct-Mounted Ozone Generator Air Purifier with Airflow Sensor and 3 Ozone Plates,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"6000mg/h Ozone Machine for Home,120min Time Setting, Auto Shut Off Ozone Machine for Car, Room, House, Smoke, and Pet(1000 Sq Ft)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
6ft AC Power Cord Compatible with EcoQuest Fresh Air Purifier Ionizer 3-Pin Plug,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Airthereal Bundle | MA10K-PRODIGI Digital and MA10K-PRO Ozone Generators 10000 mg/h High Capacity O3 Ionizer Machine - Fireproof Tested by SGS,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Negative Ion Generator, Home Anion Negative Ion Generator Ionizer Module Mini Air Purifier 4 Negative Line for Refrigeration Air Purifiers (AC200 240V) (DC12V)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Smoke Buddy Original Personal Carbon Air Filter for Smoking Eliminates Smell and Reduces Second Hand Smoke Blue,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Ionized Particle Gather,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Airthereal Bundle | MA5000 Ozone Generator with 5000mg/h and MA10K-PRO Ozone Generator 10000 mg/h High Capacity O3 Ionizer Machine,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"AirTamer A310 Rechargeable Personal Air Purifier, Proven Performance, Virus and Pollutant Tested*, Black with Metal Travel Case","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 55000mg/h OZB1 Ozone Odor Eliminator Commercial Ozone Machine Odor Removal, Ozone Generator for Car, Home, Smoke, Pet Room - High Capacity Ozone Air Purifier, Black","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Digital Ozone Generator Odor Eliminator 45,000mg/h, High Capacity Ozone Machine Odor Removal Up to 8,000 Sq.Ft, Ozone Odor Eliminator, Ionizer Deodorizer Ozonator for Home, Car, Smoke, Pet Room A-Blue-Touch-45,000 mg/h","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"ScentLok OZ Radial EZ, Portable Ozone Generator (Black)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Air Purifier for Home, Plug-in Air Purifier, Negative Ion Generator Air Purifier No Filter Portable Household Odor Eliminator Cleaner for Remove Pets Smell, Smoke, Allergies and Smoke Dust (3 Pack)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozzie Odor Remover Machine for Smoke Smell, Ozzie Smoke Odor Remover, Ozzie Ultimate Odor Remover Machine, Ozzie Air Freshener (2PCS)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"CREWORKS Ozone Generator, 15000 mg/h High Capacity Ozone Machine for Car Home Smoke Pet Odor Removal, Commercial Ozone Odor Eliminator Air Purifier with Timer Display for 3200 sq ft Room, Silver Silver 15000mg/h","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 15,000mg/h - O3 Deodorizer, High Capacity Commercial Ozone Machine & Ozone Machine Odor Removal, Home Ozone Generator, Perfect for Home, Car, Smoke, Pet Odors, and Basement - Qucship 15,000mg/h Ozone Generator","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Air Ionizer - Air Conditioner Portable for Room - Ozone Machine Odor Removal - Negative Ion Generator - Home Air Fresheners - Mini Air Purifier - Ionizer Air Purifier - Apartment Must Haves,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Machine Generator 30000mg/h - 6000+ Sq. Ft. for Home, Car - All Metallic Blue Blue 30000mg/h","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Prolux New Comfort 6 Stage UV, Ozone Generator Air Purifier Cleaner HEPA, Covers 3000 Feet, Acrylic, Home or Commercial Use, Adjustable, Powerful Fan, Portable Clear Acrylic Case","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"SS12000 Commercial Ozone Generator and Air Purifier, 9000 to 20000 mg/hr, Powerful Ozone Generator for Industrial Use 9000 to 20000 mg/ph","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 36,000mg/h - Ozone Machine Odor Removal Odor Eliminator Ionizer Deodorizer Ozonator Ozone Generator Air Purifier for Home/Car/Smoke/Pet Odor","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Machine Odor Removal, 10000 mg/h Generator for Home Car office","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
OdorStop OS600UV1 Mini/Travel Size Ozone Generator/UV Air Purifier for Areas of 600 sq ft +,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Airthereal MA10K-PRO Ozone Generator 10000 mg/h High Capacity O3 Machine, Home Ionizer Odor Remover, Yellow","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ionizer Air Purifier/Plug In Air Purifier with Highest Output - Up to 32 Million Anions/Sec, Cleanse:Odors,Pets Smell Etc(8-Pack)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 25,000mg/h - O3 Deodorizer, High Capacity Commercial Ozone Machine & Ozone Machine Odor Removal, Home Ozone Generator, Perfect for Home, Car, Smoke, Pet Odors, and Basement - Qucship 25,000mg/h Ozone Generator","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Qucship Ozone Generator 15,000mg/h - Commercial Ozone Generator, High Capacity Ozone Machine Odor Removal, Ideal for Home, Basement, Smoke, and Pet Room etc 15,000mg/h Ozone Generator","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Silicone Air Pipe and Diffuser Stone for VTAR Portable Ozone Machine,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Air Ionizer Purifier for Home Plug in,Negative Ion Plug in Ionizer for Home Portable and Quiet Air Ionizer for Bedroom Toilet Office Kitchen and Pets (1PCS) white1","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Classic Air Purifier Ozone Generator,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ionizer Air Purifier,Plug In Air Purifier Ion, Protable and Quiet Plug-in Ionizer with Clear Negative Ion Wind Output, Automatic Release of Anions,Easy to Usefor Home and Office Use.","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"CREWORKS Ozone Negative Ion Generator, 30000 mg/h 2-in-1 Odor Eliminator Air Purifier for Car Home Smoke Pet Odor Removal, Commercial Ozone Machine Ionizer with Timer for 3200 sq ft Room","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 30,000mg/h - Ozone Machine for Home, Smoke, Car, and Pet Room. (Suitable for Area of 6,000 Square Feet) - Gray","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
UV Light Sterilizater Lamp with Ozone for Odor Room Air Purification (Remote Control Included) 99.99% Sanitization Rate White Fluorescent Premium 38W 110V,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
SLLEA 5ft AC Power Cord for EcoQuest Fresh Air Purifier Ionizer 3-Pin Plug,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Plixio Ionic Air Purifier for Home or Office - Filterless Portable Ionic Air Purifier & Travel Air Ionizer, Plug in (2 Pack)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Negative Ion Plug-in, Home Portable Negative Ion Generator, Anion for Rooms With Odor and Smoke, Usually Used in Bedrooms, Pet Rooms, Toilets, Garages, Small Rooms.","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"HealthyLine GeneratIon 50 Negative Ion Generator - Small Personal Air Ionizer with Highest (50 million negative ions/cc) Output - Ozone Free, Filterless Mobile Travel - Rechargeable","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ionizer Air Purifier/Plug in Air Purifier with Highest Output - Up to 40 Million Anions,Filterless Ion Air Purifier for Home/Office Purify: Bathroom Odor,Pets Smell Etc(1-Pack) Black","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator & Ozone Generator Water 38,000mg/h, High Capacity Ozone Machine, Commercial Ozone Machine Odor Removal, Home Ozone Generator for Car, Home and cleaning fruits, vegetables, etc 38,000mg/h Water & Air Ozone Generator","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Sharper Image SI627 Ionic Breeze Plug-In Bathroom Air Purifier,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 35,000mg/h, Ozone Odor Eliminator Machine for Home Car, Ultra-Powerful Ozone Generator for Comprehensive Odor Elimination Black","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Personal Air Purifier,Timeage A10 S Portable Air Purifier Necklace,Negative Ions Generator, Good Gift for Kids and Olds Red Pattern","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Home Air Ionizer,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"SHARP IG-NX15-B [Plasmacluster NEXT ion generator for car cup holder type, black]. CharcoalGrey","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"B-1000 Permanent Filter Ionic Air Purifier Pro Ionizer with UV-C, New (Black)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ion and Ozone Generator Air Purifier, Ionizer & Deodorizer adjustable up to 3,500 SqFt - Ideal for Dust, Pollen, Pets & Smoke Smell by Mammoth","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 35,000mg/h - O3 Deodorizer, High Capacity Commercial Ozone Machine & Ozone Machine Odor Removal, Home Ozone Generator, Perfect for Home, Car, Smoke, Pet Odors, and Basement - Qucship 35,000mg/h Ozone Generator","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"VEVOR Ozone Generator, 24000mg/h Ozone Machine, High Capacity Commercial/Industrial Ozone Generator Machine with 0-120 min Time Setting for Rooms, Cars 6.89 x 7.75 x 6.30 in 24000mg/h","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"ALDIOUS Ozone Generator, 20,000mg/h High Capacity Industrial Ozone Generator, Commercial Ozone Generator, Ozone Machine for Rooms, Smoke, Cars, and Pets","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"OdorStop OS300-4 Mini Ozone Generator Air Purifier Ionizer for Deodorizing and Purifying Small Areas, Pack of 4","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Machine Odor Removal for Home & Pets, Portable Ozone Generator with 10,000mAh Battery, 99% Odor Eliminator for Home, Smoke, Room Deodorizer for Pets, Closet, Toilet","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Ozone Machine Generator 30000mg/h - 6000+ Sq. Ft. Ozone Machine Odor Removal for Home and Car with 120min timer All Metallic Black,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Original Solar Ionizer 14.0 Volts with LED On/Off | Ionization Power Equal to 3.5 Units of 7.0volts (98% of ionizers on Amazon) | No Wing-Screw Design uses Anode up to 95% | Effective 500-40,000 Gal","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Airthereal PA1K-GO 1,000mg/h Portable Ozone Generator - Cordless Battery Powered Odor Eliminator for Car, Hotel Rooms, Offices, Bathrooms, and Small Spaces (Blue)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Commercial Ozone Machine 30,000mg/h, Industrial High Capacity of Multipurpose Ozone Purifier with Carry Handle for Home, Bar, Farm and Restaurant (Blue)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ionizer Air Purifier/Plug in Air Purifier with Highest Output - Up to 40 Million Anions,Filterless Ion Air Purifier for Home/Office Purify: Bathroom Odor,Pets Smell Etc(3-Pack)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 15,000mg/h, Commercial Ozone Machine Odor Removal, High Capacity Ozone Machine, Home Ozone Generator for Car, Home, Smoke, Pet, etc (Black) - by TTDMK 15,000mg/h Ozone Generator","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 25,000mg/h - High Capacity Ozone Machine Odor Removal, Commercial Ozone Machine & Home Ozone Generator for Car, Rooms, Smoke and Pets - Qucship 25,000mg/h Ozone Generator","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Personal Air Purifier,A10 Portale Air Purifier, Roseplay Necklace Ionizer, Two Gears of Negative Ions Generator, Wearable anywhere for Travel, Airplane, Office, Home,Black","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Upgrade Air Ionizer for Home, Portable Air Purifier Negative Ion Generator,Filterless Mobile Air Ionizer,Air Fresher for Kitchen Odors,Home,Office,Allergies,Smokers, Toilet,Bathroom (White 1)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"OdorStop OS3500UV2 Professional Grade Ozone Generator/UV Air Purifier for Areas of 3500 Square Feet+, For Deodorizing and Purifying Medium to Large Spaces Such as Homes and Offices 3500 sq ft + UV","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Ionizing Air Blower 110V Static Eliminator Fan 60HZ Antistatic Ionizer ESD Static Electricity Elimination Eliminator Fan Anti Electrostatic Ion Blower Adjustable Wind Speed,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator, 25000mg/h Capacity Ionizer Professional O3 Air Ozone Machine for Odors, for Home, Kitchen, Cars, Office, Basement, Pets, Smoke","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"0zone Generator, 3500 Sq/Ft 0zone Machine Ionizer for Industrial, Commercial, Home, Car, Basement","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Pro Platinum Air Purifier, 600 Sq Ft Room Capacity, Black","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Commercial Air Purifier Cleaner Ozone Generator by New Comfort,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ionizer Air Purifier, Plug In Air Ionizer, Air Ionizers for Home, Air Cleaner with Fresh Negative Ion Airflow Output, for Bedroom Office Odor Smoke Dust, Gray","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Battery Powered 20mg/h Mini Ozone Purifier for Home,Car,Refrigerator,Shoe cabinet, Hunting bag","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ionizer Air Purifier/Plug In Air Purifier Ion Generator with Highest Output - Up to 32 Million Anions/Sec,Portable Filterless&Ion Air Purifier for Purify: Odors,Pets Smell Etc (5-Pack) Silver5Pack","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ionizer Air Purifier, Plug In Air Ionizer, Air Ionizers for Home, Air Cleaner with Fresh Negative Ion Airflow Output, for Bedroom Office Odor Smoke Dust","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
SLLEA 6ft AC Power Cord for EcoQuest Fresh Air Purifier Ionizer 3-Pin Plug,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Bundle | Ozone Generator 36000mg/h and Ozone Generator 40000mg/h - Ozone Machine Ionizer & O3 Deodorizer for Home, Smoke, and Pet Room.","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"AMORCASA Ozone & Anion Air Purifier 2 in 1 Plug in, Compact Size, Purifying Air Eliminate Odor","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ionizer Air Purifier/Plug In Air Purifier Ion Generator with Highest Output - Up to 32 Million Anions/Sec,Portable Filterless&Ion Air Purifier for Purify: Odors,Pets Smell Etc (3-Pack,Silver)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ion Air Purifiers for Home，Negative Ion Machine for Home,Portable and Quiet Plug in Air Purifier for Bedroom Toilet Kitchen Pets Shoes and Smoke(1pcs) White1","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Air Purifier Plug in Wall Ionizer Air Purifier for Home Portable and Quiet Plug in Air Ionizers for Bedroom Toilet Office Kitchen and Pets (white2),"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"32000mg/H Ionizer Air Purifier, Air Ionizers for Home with 0-120 Min Time Setting, Odor Eliminator with 2 Cleaning Modes for Smoke Pet Kitchen Toilet Hotel Office Car","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"i-Wave-R/iWave-R, Residential IAQ ION Generator, Sold Each","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Odor Eliminator Machine for Strong Odor 99% Odor Removal for Home,Air Ionizer Purifier Kitchen,Toilet,Pet Houses,Smoke","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Portable Ozone Machine Generation for Water and Air, with Dual Outlets, Negative Ion and Timer，Silver","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ionizer Air Purifier,Air Purifier Ion Plug In, Protable and Quiet Plug-in Ionizer with Clear Negative Ion Wind Output, Automatic Release of Anions,Easy to Usefor Home Bathroom Kitchenand Office Use","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator for home 20000mg/h Domestic Ozone Generator, Air Purification, Professional Environmental Disinfection, Sterilization, Deformaldehyde Deodorization-2024","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Earth Globe Air Revitalizer, Air Freshener, Room Aromatizer, Aroma and Essential Oil Diffuser with 10ML Lavender Oil (Black)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Sub-Zero Air Purification Cartridge-7042798,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Odor Remover Machine for Smoke Smell, Smoke Odor Remover, Odor Remover for Smoke Smell, Ultimate Odor Remover for Home, Car, Refrigerator, Shoe Cabinet, 11.5*11.5*4.3cm, White","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"FUKANG Household Ozone Machine Generator, 500 mg/h Ozone Machine Odor Removal, Specifically Designed ozonator for Clean Water, Fruits, Vegetables","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Air Filter Purifier Generator Machine 110V Portable Ozone 32g/h with Timing Switch Ozonizer Ozonator for Home Car Formaldehyde,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Airthereal AH1000 Portable Ozone Machine for Liquid and Air - 1000 mg/h, Multipurpose Ozonator with Negative Ion and Timer","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Upgraded Ozone Machine 50,000mg/h Powerful Ozone Generator Odor Removal for Industrial Commercial","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
12VDC Variable Density Plasma Negative Ion Generator Module – Portable Air Ionizer,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Nu-Calgon 4900-20 - iWave-R Self-Cleaning Bi-Polar Ionization ION Generator for 6 Tons, 2400 CFM, 24-260 VAC (1)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Ozone Generator 10W DC12V 1000mg/h Odor Eliminating Air Freshing Ozonizer Car Portable Ozone Generator Air Purifier Deodorizer Sterilizer for Home and Car,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 10000 mg/hr Commercial Ozone Machine Portable Ozone Odor Eliminator Odor Removal Deodorizer Ozonator Ionizer, for Home Cars and Pets","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Portable Ozone Purifier,Multipurpose Ozone Machine for Air, Water, Food, Home, Room, Office-White","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Evron Portable Ozone Generator 50mg/H Plug-in,Power-Bank & AA Battery Chargable Air Ionizer with Fan Ozone Machine for Fridge,Rooms, Cars,Travel and Pets (No Battery Inside)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"ALDIOUS Ozone Generator, 28000mg/h High Capacity Industrial Ozone Generator, Commercial Ozone Generator, Ozone Machine for Rooms, Smoke, Cars","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Air lonizers for Home,Bedroom Negative Ion Generator with Night Light Function,Plug in Air Fresheners for Home,Odors, Smoke|HighOutput, Quiet 1","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"12000mg/h Ozone Generator - Powerful Commercial Ozone Machine for Home, Car, and More - Effectively Eliminate Odors, Smoke, and Pet Odors with High Capacity (Black)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Machine Odor Removal for Home & Pets, 99% Cat Litter Deodorizer Dog Poof Odor Removal Air Ionizers for Home, Room Deodorizer for Pets, Closet, Toilet","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Portable Ozone Generator,Multipurpose Ozone Machine with Timer for Home,Room,Office,Hunting","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Qucship Ozone Generator 15,000mg/h & Ozone Machine Odor Removal - O3 Deodorizer, High Capacity Commercial Ozone Machine, Home Ozone Generator for Car, Rooms, Smoke and Pets","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Portable Ozone Generator,1000mg/h Multipurpose Ozone Machine for Air,Water,Food,Home,Office,Hunting","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"YIYIBYUS Antistatic Ion Fan Air Blower Discharge Static Eliminator, Ionizing Air Blower Anti Static Ionizer Static Eliminator ESD Ionizer Static Elimination Fan Benchtop DC Type AC 110V 60Hz","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
YUCHENGTECH Ionizing Air Gun Anti Static Air Gun Ionizer Air Gun Antistatic Gun Static Eliminator Static Electricity Remover with 4KV High Voltage Generator 110V,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ozone Generator 30,000mg/h, Commercial Ozone Machine, High Capacity Ozone Machine Odor Removal, Home Ozone Generator for Car, Pet, Smoke, Home, etc (Black)","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Ionizing Air Gun 4.6KV Anti-Static Air Gun with High Voltage Generator for Industrial Static Removal Static Eliminator 110V (with One Air Gun),"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"ionMi, 2-1 Stationary & Wearable Negative Ionizer Travel Purifier with Highest Output - Up to 20 Million Negative Ions/Sec, USB Rechargeable, Eliminates: Pollutants, Allergens, Mold, Germs","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Ion Air Purifier for Home Air Ionizers for Home,Pets,Toilet,Wardrobe, Bedroom,Kitchen, Smoke","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"Pro-44 Jenesco Ozone Generator 4,000/20,000 mghr for Commercial and Home, Fast, Strong, Effective Odor Destroying, 12 hour Timer with Hold, Variable Output, Made in USA!","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Bipolar Ion Generator Air Purifier for Home A/C - 24VAC - Millions of Positive and Negative Ionization Output,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
"12V 110V 220V Ozone Ceramic Plate Parts, for Air Purifiers, Ozone Machines, Ozone Equipment, Oxygen Bars, Dehumidifiers, Household Appliances","Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
Ivation Replacement Tube and Stone for IVAOZ85 Portable Ozone Generator 600mg/h,"Appliances > Heating, Cooling & Air Quality > Air Purifiers > Air Ionizers"
